* c:\users\pranav\desktop\esim\esim_mixed_signal_ajay_pranav\esim_mixed_signal_ajay_pranav.cir
Transient Analysis  Sat Oct 08 23:04:51  2022
--------------------------------------------------------------------------------
Index   time            v1#branch       v2#branch       v3#branch       
--------------------------------------------------------------------------------
0	0.000000e+00	0.000000e+00	0.000000e+00	-9.31198e-12	
1	1.000000e-04	-1.02254e-15	-1.02271e-15	-9.31207e-12	
2	2.000000e-04	-9.78868e-16	-9.78753e-16	-9.31236e-12	
3	4.000000e-04	-9.10740e-16	-9.10881e-16	-9.31297e-12	
4	8.000000e-04	-8.51870e-16	-8.51842e-16	-9.31435e-12	
5	1.600000e-03	-8.38076e-16	-8.37991e-16	-9.31962e-12	
6	3.200000e-03	-8.64864e-16	-8.65033e-16	-9.34185e-12	
7	6.400000e-03	-9.23203e-16	-9.23088e-16	-9.43913e-12	
8	1.280000e-02	-1.03981e-15	-1.03992e-15	-9.85855e-12	
9	2.280000e-02	-1.19884e-15	-1.19877e-15	-1.12151e-11	
10	3.280000e-02	-1.33308e-15	-1.33308e-15	-1.38621e-11	
11	4.280000e-02	-1.44336e-15	-1.44340e-15	-1.87294e-11	
12	5.280000e-02	-1.53276e-15	-1.53271e-15	-2.76783e-11	
13	6.280000e-02	-1.60195e-15	-1.60202e-15	-4.45019e-11	
14	7.280000e-02	-1.65294e-15	-1.65288e-15	-7.69227e-11	
15	8.280000e-02	-1.68594e-15	-1.68597e-15	-1.40735e-10	
16	9.280000e-02	-1.70210e-15	-1.70211e-15	-2.68117e-10	
17	1.028000e-01	-1.70178e-15	-1.70178e-15	-5.23671e-10	
18	1.128000e-01	-1.68577e-15	-1.68580e-15	-1.03347e-09	
19	1.228000e-01	-1.65490e-15	-1.65490e-15	-2.03305e-09	
20	1.328000e-01	-1.61035e-15	-1.61044e-15	-3.93678e-09	
21	1.428000e-01	-1.55360e-15	-1.55370e-15	-7.41941e-09	
22	1.528000e-01	-1.48630e-15	-1.48650e-15	-1.34825e-08	
23	1.628000e-01	-1.41033e-15	-1.41063e-15	-2.34655e-08	
24	1.728000e-01	-1.32763e-15	-1.32803e-15	-3.89722e-08	
25	1.828000e-01	-1.23979e-15	-1.24056e-15	-6.17238e-08	
26	1.928000e-01	-1.14850e-15	-1.14942e-15	-9.33802e-08	
27	2.028000e-01	-1.05491e-15	-1.05626e-15	-1.35375e-07	
28	2.128000e-01	-9.59722e-16	-9.61462e-16	-1.88778e-07	
29	2.228000e-01	-8.63765e-16	-8.65965e-16	-2.54158e-07	
30	2.328000e-01	-7.66805e-16	-7.69618e-16	-3.31449e-07	
31	2.428000e-01	-6.69418e-16	-6.72764e-16	-4.19791e-07	
32	2.528000e-01	-5.70898e-16	-5.74931e-16	-5.17383e-07	
33	2.628000e-01	-4.71603e-16	-4.76256e-16	-6.21376e-07	
34	2.728000e-01	-3.70701e-16	-3.75982e-16	-7.27848e-07	
35	2.828000e-01	-2.68539e-16	-2.74402e-16	-8.31909e-07	
36	2.928000e-01	-1.64388e-16	-1.70701e-16	-9.27962e-07	
37	3.028000e-01	-5.86707e-17	-6.51802e-17	-1.01011e-06	
38	3.128000e-01	4.931535e-17	4.255680e-17	-1.07268e-06	
39	3.228000e-01	1.588467e-16	1.524587e-16	-1.11086e-06	
40	3.328000e-01	2.708474e-16	2.647789e-16	-1.12119e-06	
41	3.428000e-01	3.846849e-16	3.793397e-16	-1.10208e-06	
42	3.528000e-01	5.016129e-16	4.971610e-16	-1.05406e-06	
43	3.628000e-01	6.211327e-16	6.178529e-16	-9.79812e-07	
44	3.728000e-01	7.451819e-16	7.430070e-16	-8.83934e-07	
45	3.828000e-01	8.732446e-16	8.724806e-16	-7.72532e-07	
46	3.928000e-01	1.007599e-15	1.007865e-15	-6.52588e-07	
47	4.028000e-01	1.147495e-15	1.149125e-15	-5.31262e-07	
48	4.128000e-01	1.294714e-15	1.297255e-15	-4.15202e-07	
49	4.228000e-01	1.447996e-15	1.451485e-15	-3.09960e-07	
50	4.328000e-01	1.607414e-15	1.611516e-15	-2.19576e-07	
51	4.428000e-01	1.770156e-15	1.774872e-15	-1.46372e-07	
52	4.528000e-01	1.934008e-15	1.939087e-15	-9.10045e-08	
53	4.628000e-01	2.091914e-15	2.097221e-15	-5.21007e-08	
54	4.728000e-01	2.238852e-15	2.244362e-15	-2.72712e-08	

Index   time            v1#branch       v2#branch       v3#branch       
--------------------------------------------------------------------------------
55	4.828000e-01	2.366926e-15	2.372282e-15	-1.30212e-08	
56	4.928000e-01	2.470238e-15	2.475599e-15	-5.70553e-09	
57	5.028000e-01	2.544546e-15	2.549573e-15	-2.33738e-09	
58	5.128000e-01	2.588500e-15	2.593303e-15	-9.14625e-10	
59	5.228000e-01	2.603136e-15	2.607317e-15	-3.50706e-10	
60	5.328000e-01	2.591805e-15	2.595814e-15	-1.35427e-10	
61	5.428000e-01	2.558125e-15	2.561283e-15	-5.43997e-11	
62	5.528000e-01	2.506343e-15	2.509318e-15	-2.37631e-11	
63	5.628000e-01	2.439279e-15	2.441594e-15	-1.19627e-11	
64	5.728000e-01	2.360447e-15	2.362655e-15	-7.28637e-12	
65	5.828000e-01	2.271786e-15	2.273287e-15	-5.36697e-12	
66	5.928000e-01	2.175220e-15	2.176824e-15	-4.54730e-12	
67	6.028000e-01	2.072025e-15	2.073064e-15	-4.18220e-12	
68	6.128000e-01	1.963928e-15	1.965077e-15	-4.01215e-12	
69	6.228000e-01	1.851193e-15	1.851773e-15	-3.92930e-12	
70	6.328000e-01	1.735172e-15	1.736127e-15	-3.88702e-12	
71	6.428000e-01	1.616219e-15	1.616541e-15	-3.86436e-12	
72	6.528000e-01	1.495190e-15	1.495887e-15	-3.85161e-12	
73	6.628000e-01	1.372434e-15	1.372579e-15	-3.84409e-12	
74	6.728000e-01	1.248275e-15	1.248848e-15	-3.83943e-12	
75	6.828000e-01	1.123583e-15	1.123584e-15	-3.83633e-12	
76	6.928000e-01	9.981779e-16	9.986736e-16	-3.83427e-12	
77	7.028000e-01	8.728686e-16	8.728458e-16	-3.83277e-12	
78	7.128000e-01	7.477047e-16	7.480386e-16	-3.83161e-12	
79	7.228000e-01	6.230117e-16	6.229589e-16	-3.83070e-12	
80	7.328000e-01	4.994245e-16	4.996400e-16	-3.83001e-12	
81	7.428000e-01	3.765721e-16	3.766608e-16	-3.82943e-12	
82	7.528000e-01	2.556780e-16	2.557393e-16	-3.82895e-12	
83	7.628000e-01	1.359760e-16	1.361062e-16	-3.82857e-12	
84	7.728000e-01	1.883258e-17	1.881873e-17	-3.82819e-12	
85	7.828000e-01	-9.65496e-17	-9.64685e-17	-3.82801e-12	
86	7.928000e-01	-2.09146e-16	-2.09111e-16	-3.82776e-12	
87	8.028000e-01	-3.19283e-16	-3.19249e-16	-3.82763e-12	
88	8.128000e-01	-4.26319e-16	-4.26270e-16	-3.82749e-12	
89	8.228000e-01	-5.30736e-16	-5.30782e-16	-3.82740e-12	
90	8.328000e-01	-6.31752e-16	-6.31606e-16	-3.82745e-12	
91	8.428000e-01	-7.30015e-16	-7.30148e-16	-3.82748e-12	
92	8.528000e-01	-8.24962e-16	-8.24850e-16	-3.82756e-12	
93	8.628000e-01	-9.16999e-16	-9.17068e-16	-3.82769e-12	
94	8.728000e-01	-1.00583e-15	-1.00576e-15	-3.82792e-12	
95	8.828000e-01	-1.09176e-15	-1.09180e-15	-3.82817e-12	
96	8.928000e-01	-1.17469e-15	-1.17463e-15	-3.82856e-12	
97	9.028000e-01	-1.25470e-15	-1.25470e-15	-3.82901e-12	
98	9.128000e-01	-1.33175e-15	-1.33174e-15	-3.82961e-12	
99	9.228000e-01	-1.40594e-15	-1.40595e-15	-3.83049e-12	
100	9.328000e-01	-1.47724e-15	-1.47725e-15	-3.83169e-12	
101	9.428000e-01	-1.54553e-15	-1.54552e-15	-3.83336e-12	
102	9.528000e-01	-1.61067e-15	-1.61072e-15	-3.83590e-12	
103	9.628000e-01	-1.67290e-15	-1.67285e-15	-3.83991e-12	
104	9.728000e-01	-1.73132e-15	-1.73134e-15	-3.84654e-12	
105	9.828000e-01	-1.78655e-15	-1.78649e-15	-3.85792e-12	
106	9.928000e-01	-1.83715e-15	-1.83725e-15	-3.87860e-12	
107	1.002800e+00	-1.88413e-15	-1.88401e-15	-3.91756e-12	
108	1.012800e+00	-1.92529e-15	-1.92541e-15	-3.99373e-12	
109	1.022800e+00	-1.96180e-15	-1.96166e-15	-4.14818e-12	
110	1.032800e+00	-1.99133e-15	-1.99145e-15	-4.47189e-12	
111	1.042800e+00	-2.01471e-15	-2.01459e-15	-5.17097e-12	
112	1.052800e+00	-2.02965e-15	-2.02973e-15	-6.72014e-12	

Index   time            v1#branch       v2#branch       v3#branch       
--------------------------------------------------------------------------------
113	1.062800e+00	-2.03672e-15	-2.03668e-15	-1.02279e-11	
114	1.072800e+00	-2.03387e-15	-2.03388e-15	-1.82989e-11	
115	1.082800e+00	-2.02129e-15	-2.02127e-15	-3.70485e-11	
116	1.092800e+00	-1.99749e-15	-1.99753e-15	-8.06957e-11	
117	1.102800e+00	-1.96262e-15	-1.96260e-15	-1.81624e-10	
118	1.112800e+00	-1.91581e-15	-1.91580e-15	-4.11156e-10	
119	1.122800e+00	-1.85788e-15	-1.85796e-15	-9.18920e-10	
120	1.132800e+00	-1.78879e-15	-1.78874e-15	-1.99893e-09	
121	1.142800e+00	-1.71008e-15	-1.71022e-15	-4.18250e-09	
